time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-04-08T09:27:40.420Z,16.2381,-98.6313,35,4.1,mb,,205,1.318,0.78,us,us200024z1,2015-04-08T17:30:14.100Z,"33km SSE of Tecoanapa, Mexico",earthquake
2015-04-08T08:37:30.600Z,18.8936,-65.3095,30,2.9,Md,11,262.8,0.58300662,0.28,pr,pr15098002,2015-04-08T16:40:11.525Z,"65km N of Culebra, Puerto Rico",earthquake
2015-04-08T08:25:20.130Z,40.4305,-125.161,23.48,3.06,ml,35,259,0.6256,0.28,nc,nc72428276,2015-04-09T04:43:04.473Z,"77km WSW of Ferndale, California",earthquake
2015-04-08T08:20:45.850Z,-7.3032,129.7827,112.2,4.6,mb,,48,1.647,1.15,us,us200024yk,2015-04-08T16:23:15.664Z,"183km WNW of Saumlaki, Indonesia",earthquake
2015-04-08T06:23:48.120Z,37.8263333,-121.7755,17.09,2.56,md,123,61,0.02678,0.17,nc,nc72428201,2015-04-09T05:17:49.263Z,"11km SSW of Brentwood, California",earthquake
2015-04-08T05:56:08.970Z,-6.721,129.8509,181.93,4.6,mb,,153,1.906,1.19,us,us200024y8,2015-04-08T13:58:48.258Z,"211km NW of Saumlaki, Indonesia",earthquake
2015-04-08T05:06:43.720Z,39.3606667,-120.0208333,1.54,3.41,mw,17,75,0.1146,0.05,nc,nc72428161,2015-04-09T20:59:28.547Z,"12km NNW of Incline Village, Nevada",earthquake
2015-04-08T03:42:13.880Z,-8.9445,-109.0463,10,5.1,mb,,149,18.087,0.93,us,us200024xr,2015-04-08T11:44:54.630Z,"Central East Pacific Rise",earthquake
2015-04-08T03:32:09.310Z,36.2769,-97.5254,2.44,2.8,mb_lg,,61,0.433,0.55,us,us200024xm,2015-04-08T11:34:44.018Z,"21km W of Perry, Oklahoma",earthquake
2015-04-08T03:27:00.380Z,9.2582,57.4904,10,4.2,mb,,241,4.726,0.54,us,us200024xp,2015-04-08T11:29:43.803Z,"Carlsberg Ridge",earthquake
2015-04-08T03:15:48.480Z,36.2683,-97.2798,5,3,mb_lg,,25,0.472,0.59,us,us200024xj,2015-04-08T21:18:20.256Z,"2km SSE of Perry, Oklahoma",earthquake
2015-04-08T03:14:32.290Z,-4.4367,137.7837,9.33,4.4,mb,,143,5.725,0.87,us,us200024xk,2015-04-08T11:17:15.798Z,"169km ESE of Enarotali, Indonesia",earthquake
2015-04-08T02:48:01.250Z,31.5926667,-115.991,6.52,2.6,ml,7,182,0.2675,0.26,ci,ci37358800,2015-04-08T17:29:48.659Z,"56km ESE of Maneadero, B.C., Mexico",earthquake
2015-04-08T02:12:04.000Z,62.2632,-153.5337,0.6,2.5,ml,,,,1.01,ak,ak11548854,2015-04-08T10:14:40.116Z,"131km SE of McGrath, Alaska",earthquake
2015-04-08T02:04:09.300Z,36.6415,-97.6816,6.682,2.6,ml,,59,,0.59,us,us2000254e,2015-04-09T01:49:54.563Z,"18km SSE of Medford, Oklahoma",earthquake
2015-04-08T01:53:02.000Z,61.156,-152.7106,15.2,2.6,ml,,,,1.2,ak,ak11548847,2015-04-08T09:55:31.953Z,"74km N of Redoubt Volcano, Alaska",earthquake
2015-04-08T01:47:52.130Z,36.1966,-97.0372,5,3.1,mb_lg,,34,0.267,0.3,us,us200024ww,2015-04-11T00:11:37.050Z,"9km NNE of Stillwater, Oklahoma",earthquake
2015-04-08T01:43:48.200Z,21.8088,89.5396,19.61,4.6,mb,,71,4.301,0.82,us,us200024wx,2015-04-08T09:46:32.369Z,"61km SSW of Sarankhola, Bangladesh",earthquake
2015-04-08T01:42:12.360Z,36.2867,-97.5117,5,3,mb_lg,,38,0.438,0.58,us,us200024wv,2015-04-09T03:34:16.695Z,"20km W of Perry, Oklahoma",earthquake
2015-04-08T01:37:31.200Z,18.8337,-67.9302,24,3.2,Md,11,324,0.8578911,0.25,pr,pr15098000,2015-04-08T09:40:33.607Z,"57km ENE of Punta Cana, Dominican Republic",earthquake
2015-04-08T01:01:33.500Z,36.9443,-97.6247,6.882,2.6,ml,,58,,0.52,us,us20002512,2015-04-09T01:50:56.266Z,"9km S of Caldwell, Kansas",earthquake
2015-04-07T23:51:25.400Z,33.5156,132.5706,53.56,4.3,mb,,144,1.11,0.8,us,us200024wm,2015-04-08T07:36:21.841Z,"2km NE of Ozu, Japan",earthquake
2015-04-07T23:36:14.500Z,-1.6089,135.3074,26.94,4.1,mb,,187,3.321,0.43,us,us200024wj,2015-04-08T07:39:00.079Z,"159km ESE of Manokwari, Indonesia",earthquake
2015-04-07T22:42:25.100Z,-1.8048,135.3697,31.23,4.9,mb,,72,3.308,1.3,us,us200024vt,2015-04-08T06:45:03.051Z,"173km N of Nabire, Indonesia",earthquake
2015-04-07T22:10:14.430Z,36.4909,-97.1763,2.78,3,mb_lg,,57,0.272,0.34,us,us200024v1,2015-04-08T21:22:22.602Z,"24km SSE of Tonkawa, Oklahoma",earthquake
2015-04-07T21:44:34.170Z,24.8685,141.5734,109.26,4.5,mb,,122,2.285,1.14,us,us200024us,2015-04-08T05:47:36.802Z,"26km ENE of Iwo Jima, Japan",earthquake
2015-04-07T21:21:24.340Z,36.8498,-98.1957,5,3.2,mb_lg,,92,0.047,0.6,us,us200024u6,2015-04-08T05:24:08.081Z,"17km NE of Cherokee, Oklahoma",earthquake
2015-04-07T20:57:06.000Z,53.6197,-164.034,17.3,3.3,ml,,,,0.69,us,us200024xe,2015-04-09T21:37:47.333Z,"127km ESE of Akutan, Alaska",earthquake
2015-04-07T20:43:20.370Z,-6.9523,129.7961,144,4.3,mb,,68,1.807,1.03,us,us200024tn,2015-04-09T21:26:07.241Z,"200km WNW of Saumlaki, Indonesia",earthquake
2015-04-07T20:30:53.000Z,18.3045,-67.7331,171,3.4,Md,13,316.8,0.61175271,0.21,pr,pr15097003,2015-04-09T21:09:14.040Z,"51km W of Rincon, Puerto Rico",earthquake
2015-04-07T20:11:18.100Z,35.8212,-97.4378,5,2.5,mb_lg,,68,,0.7,us,us200024un,2015-04-09T20:45:51.642Z,"6km S of Guthrie, Oklahoma",earthquake
2015-04-07T20:09:55.000Z,60.4391,-142.1108,24.3,3.2,ml,,,,1.12,ak,ak11548622,2015-04-08T04:12:39.179Z,"45km NNE of Cape Yakataga, Alaska",earthquake
2015-04-07T20:09:54.000Z,60.6566,-142.5345,3.4,2.9,ml,,,,0.79,ak,ak11548617,2015-04-09T20:32:00.040Z,"70km N of Cape Yakataga, Alaska",earthquake
2015-04-07T17:25:12.000Z,36.3306,-97.525,6.866,3.5,mwr,,58,,0.64,us,us10001vfd,2015-04-09T20:28:01.527Z,"21km WNW of Perry, Oklahoma",earthquake
2015-04-07T17:07:24.580Z,36.5144,71.2762,79.19,4.7,mb,,73,0.829,1.18,us,us10001vf9,2015-04-08T22:01:32.343Z,"29km SW of Ashkasham, Afghanistan",earthquake
2015-04-07T16:47:28.300Z,36.5044,-99.0371,7.802,2.9,ml,,237,,0.71,us,us10001vf4,2015-04-07T20:37:33.359Z,"16km ENE of Mooreland, Oklahoma",earthquake
2015-04-07T16:19:58.230Z,-6.7642,129.7168,158.84,4,mb,,86,1.981,0.54,us,us10001vew,2015-04-08T00:22:55.519Z,"219km NW of Saumlaki, Indonesia",earthquake
2015-04-07T14:54:44.150Z,43.1465,-126.3043,10,4.2,mwr,,178,2.519,0.99,us,us10001vcb,2015-04-07T22:57:13.520Z,"154km W of Bandon, Oregon",earthquake
2015-04-07T14:17:05.570Z,-1.642,135.4005,27.22,4.2,mb,,187,3.395,0.72,us,us10001vc4,2015-04-07T22:19:34.102Z,"169km ESE of Manokwari, Indonesia",earthquake
2015-04-07T14:00:19.950Z,5.4563,-76.6177,85.14,4.5,mb,,98,2.366,0.87,us,us10001vc2,2015-04-07T22:02:49.740Z,"8km WSW of Lloro, Colombia",earthquake
2015-04-07T13:16:45.240Z,37.0391667,-118.3851667,10.96,2.57,md,37,87,0.125,0.1,nc,nc72427896,2015-04-07T21:19:24.842Z,"16km SSW of Big Pine, California",earthquake
2015-04-07T11:32:09.320Z,-36.1446,-72.2141,55.56,4.6,mb,,108,0.918,0.84,us,us10001vbl,2015-04-07T19:34:37.785Z,"21km SSE of Cauquenes, Chile",earthquake
2015-04-07T11:26:15.490Z,-5.9703,127.9214,382.88,4.3,mb,,69,3.903,0.41,us,us10001vbi,2015-04-07T19:28:59.504Z,"249km S of Amahusu, Indonesia",earthquake
2015-04-07T10:47:42.000Z,59.8443,-152.939,104.4,2.7,ml,,,,0.61,ak,ak11548456,2015-04-07T18:59:35.483Z,"62km W of Anchor Point, Alaska",earthquake
2015-04-07T09:35:22.450Z,3.0906,126.8854,65.72,4.7,mb,,109,2.352,0.72,us,us10001vb3,2015-04-07T17:37:49.420Z,"195km NW of Tobelo, Indonesia",earthquake
2015-04-07T08:10:59.000Z,61.7828,-152.0443,103.7,2.9,ml,,,,0.6,ak,ak11548426,2015-04-07T16:13:34.767Z,"106km W of Willow, Alaska",earthquake
2015-04-07T03:52:17.520Z,36.357,-97.8384,5,3.1,mb_lg,,66,0.188,0.73,us,us10001v9s,2015-04-07T17:45:42.374Z,"5km SE of Enid, Oklahoma",earthquake
2015-04-07T03:43:20.600Z,18.0963,-67.5205,15,2.9,Md,7,298.8,0.42130987,0.46,pr,pr15097002,2015-04-07T11:45:53.550Z,"35km W of Puerto Real, Puerto Rico",earthquake
2015-04-07T02:33:12.370Z,35.933,-97.4204,7.26,2.6,mb_lg,,61,0.139,0.42,us,us10001v9d,2015-04-07T04:05:41.597Z,"6km N of Guthrie, Oklahoma",earthquake
2015-04-07T01:38:47.500Z,17.9715,-67.0755,45,2.5,Md,5,273.6,0.45095427,0.17,pr,pr15097001,2015-04-07T09:41:29.250Z,"3km W of La Parguera, Puerto Rico",earthquake
2015-04-07T00:46:18.300Z,-15.1979,-173.2223,10,5.8,mb,,43,1.897,1.86,us,us10001v8k,2015-04-07T15:05:43.000Z,"100km NE of Hihifo, Tonga",earthquake
2015-04-07T00:26:11.076Z,39.859,-115.4836,4.8086,2.81,ml,5,121.83,0.905,0.1077,nn,nn00489514,2015-04-08T02:37:54.517Z,"56km NE of Eureka, Nevada",earthquake
2015-04-06T23:44:36.450Z,0.6911,68.1479,10,4.6,mb,,175,8.988,0.67,us,us10001v7n,2015-04-07T07:47:14.534Z,"Carlsberg Ridge",earthquake
2015-04-06T23:17:45.500Z,-8.0988,118.1403,35.78,4.2,mb,,86,3.457,0.62,us,us10001v7h,2015-04-07T07:20:15.473Z,"35km NNW of Pali, Indonesia",earthquake
2015-04-06T19:17:56.000Z,19.0772,-155.4445,36.5,2.8,Md,,273.6,0.08084838,0.14,hv,hv60888391,2015-04-07T13:48:04.040Z,"14km SSE of Pahala, Hawaii",earthquake
2015-04-06T18:55:37.600Z,36.9017,-98.0761,6.381,2.9,ml,,128,,0.49,us,us10001v4c,2015-04-07T13:04:53.849Z,"28km S of Anthony, Kansas",earthquake
2015-04-06T17:58:07.130Z,31.2325,-115.8848333,12.04,3.63,ml,5,197,0.1804,0.08,ci,ci37357664,2015-04-06T18:16:16.441Z,"84km SE of Maneadero, B.C., Mexico",earthquake
2015-04-06T17:52:58.000Z,51.2592,-178.1731,25.5,2.5,ml,,,,0.51,ak,ak11551656,2015-04-12T09:28:42.507Z,"65km E of Amatignak Island, Alaska",earthquake
2015-04-06T17:36:16.200Z,36.3982,-97.2988,5,2.5,mb_lg,,61,,0.35,us,us10001v3w,2015-04-07T13:02:08.644Z,"12km N of Perry, Oklahoma",earthquake
2015-04-06T17:33:14.100Z,36.4837,-98.1341,6.124,2.8,ml,,197,,0.35,us,us10001v3s,2015-04-07T12:54:25.861Z,"14km ESE of Helena, Oklahoma",earthquake
2015-04-06T17:19:59.430Z,-9.9949,124.8813,67.08,4.1,mb,,143,0.65,1.94,us,us10001uqz,2015-04-07T01:22:30.613Z,"52km SE of Neob, Indonesia",earthquake
2015-04-06T16:42:31.820Z,35.3177,27.5881,16.97,4.5,mb,,55,0.417,0.77,us,us10001udq,2015-04-07T00:45:02.893Z,"40km ESE of Karpathos, Greece",earthquake
2015-04-06T16:29:04.000Z,36.5223,-98.0928,5.977,3,mb_lg,,101,,0.55,us,us10001uie,2015-04-07T04:22:30.154Z,"16km E of Helena, Oklahoma",earthquake
2015-04-06T16:09:48.090Z,0.2743,125.5207,69.36,4.7,mb,,46,1.91,1.05,us,us10001ud3,2015-04-07T00:12:23.749Z,"132km SSE of Tondano, Indonesia",earthquake
2015-04-06T15:59:58.100Z,19.1238,-155.4315,39.2,2.7,Md,,187.2,0.04491576,0.26,hv,hv60888241,2015-04-07T00:02:32.156Z,"10km SSE of Pahala, Hawaii",earthquake
2015-04-06T15:57:15.600Z,18.9918,-155.5215,14.9,2.6,Md,,302.4,0.35932611,0.29,hv,hv60888236,2015-04-06T23:59:51.048Z,"24km S of Pahala, Hawaii",earthquake
2015-04-06T15:54:06.700Z,18.9561,-65.0112,38,2.7,Md,7,252,0.65397353,0.11,pr,pr15096001,2015-04-06T23:56:36.297Z,"68km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-04-06T15:53:31.200Z,18.962,-65.0497,30,3,Md,11,248.4,0.67912635,0.15,pr,pr15096000,2015-04-06T23:56:11.257Z,"69km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-04-06T15:47:29.600Z,19.1453,-155.484,41.3,2.6,md,,244.799980416002,0.02694946,0.11,hv,hv60888231,2015-04-06T23:50:02.728Z,"6km S of Pahala, Hawaii",earthquake
2015-04-06T15:40:04.000Z,51.335,-179.3317,27.5,2.6,ml,,,,0.55,ak,ak11551646,2015-04-12T09:28:23.703Z,"17km WNW of Amatignak Island, Alaska",earthquake
2015-04-06T15:37:00.900Z,36.6331,-97.6504,6.364,3.1,ml,,60,,0.31,us,us10001ud4,2015-04-07T04:47:14.994Z,"20km SSE of Medford, Oklahoma",earthquake
2015-04-06T15:30:23.600Z,36.6338,-97.6574,5.226,3.9,mwr,,60,,0.51,us,us10001uc6,2015-04-08T21:53:43.341Z,"20km SSE of Medford, Oklahoma",earthquake
2015-04-06T15:09:50.800Z,19.0745,-155.4273,42.3,2.7,Md,,194.4,0.08983153,0.19,hv,hv60888216,2015-04-06T23:12:20.236Z,"15km SSE of Pahala, Hawaii",earthquake
2015-04-06T15:06:44.300Z,19.1153,-155.4525,41.8,2.5,Md,,176.4,0.04491576,0.13,hv,hv60888201,2015-04-06T23:09:28.011Z,"10km SSE of Pahala, Hawaii",earthquake
2015-04-06T14:59:00.500Z,19.1045,-155.5565,48,2.5,Md,,219.6,0.09881468,0.34,hv,hv60888186,2015-04-06T23:02:07.931Z,"13km SW of Pahala, Hawaii",earthquake
2015-04-06T11:53:49.200Z,19.4177,-155.6148,2.4,3.2,Ml,,79.2,0.03593261,0.15,hv,hv60888036,2015-04-06T19:56:24.495Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-04-06T11:37:30.310Z,24.5132,122.6662,83.43,4.8,mb,,66,0.317,0.78,us,us10001ub8,2015-04-06T19:40:11.579Z,"34km W of Yonakuni, Japan",earthquake
2015-04-06T10:58:33.910Z,1.8403,-97.0712,21.36,4.9,mb,,186,14.31,0.81,us,us10001ub5,2015-04-06T19:01:08.949Z,"West of the Galapagos Islands",earthquake
2015-04-06T10:45:40.390Z,-1.4506,-77.5553,177.46,4.5,mb,,140,1.901,0.77,us,us10001ub3,2015-04-06T18:48:13.568Z,"47km E of Puyo, Ecuador",earthquake
2015-04-06T10:10:22.000Z,63.1697,-150.708,129.4,3.4,ml,,,,0.54,ak,ak11547770,2015-04-12T09:29:03.806Z,"91km WSW of Cantwell, Alaska",earthquake
2015-04-06T09:18:47.000Z,52.2409,-168.5283,1.7,2.8,ml,,,,0.53,ak,ak11547753,2015-04-12T09:28:03.183Z,"80km SSE of Nikolski, Alaska",earthquake
2015-04-06T09:05:50.000Z,58.1147,-151.4473,2.6,2.5,ml,,,,0.86,ak,ak11547747,2015-04-12T09:29:20.982Z,"67km ENE of Kodiak, Alaska",earthquake
2015-04-06T09:01:42.990Z,36.516,-98.9364,5,3.3,mb_lg,,45,0.146,0.51,us,us10001uai,2015-04-06T17:04:13.727Z,"25km ENE of Mooreland, Oklahoma",earthquake
2015-04-06T08:50:11.900Z,42.38,21.47,1,3.5,ml,,,,1.39,us,us10001v62,2015-04-06T21:52:04.968Z,"8km S of Gjilan, Kosovo",earthquake
2015-04-06T08:08:46.100Z,19.2978,-155.3822,2.8,2.5,Md,,97.2,0.03593261,0.22,hv,hv60887941,2015-04-06T11:37:32.143Z,"14km NE of Pahala, Hawaii",earthquake
2015-04-06T07:52:53.220Z,-8.7183,159.1296,135.64,4.9,mb,,45,1.079,0.73,us,us10001ua6,2015-04-06T15:55:31.637Z,"74km S of Dadali, Solomon Islands",earthquake
2015-04-06T07:47:25.780Z,53.1829,108.2108,10,4.6,mb,,56,3.174,0.87,us,us10001ua5,2015-04-06T15:50:00.980Z,"26km N of Turka, Russia",earthquake
2015-04-06T06:56:57.480Z,-5.8014,151.9546,36.17,4.7,mb,,132,1.613,0.72,us,us10001u9x,2015-04-06T14:59:26.727Z,"163km SSW of Kokopo, Papua New Guinea",earthquake
2015-04-06T04:58:42.520Z,43.012,145.3207,41.04,4.5,mb,,136,1.884,0.62,us,us10001u9h,2015-04-06T13:01:24.938Z,"40km SSW of Nemuro, Japan",earthquake
2015-04-06T02:36:36.000Z,52.863,-169.5196,3,3.8,ml,,,,0.44,ak,ak11547650,2015-04-12T09:27:24.425Z,"44km W of Nikolski, Alaska",earthquake
2015-04-06T02:36:02.000Z,51.705,178.3148,128.2,2.5,ml,,,,0.37,ak,ak11551587,2015-04-12T09:29:39.042Z,"30km SSW of Little Sitkin Island, Alaska",earthquake
2015-04-06T02:35:19.530Z,-9.3608,110.2685,34.23,4.3,mb,,91,1.46,0.66,us,us10001u8u,2015-04-06T10:37:50.163Z,"156km S of Bambanglipuro, Indonesia",earthquake
2015-04-06T02:25:18.090Z,-7.62,128.2335,173.72,4.1,mb,,81,3.058,1.64,us,us10001u8p,2015-04-06T10:27:54.064Z,"Kepulauan Barat Daya, Indonesia",earthquake
2015-04-06T02:12:53.010Z,-9.2926,110.2926,39.41,4.4,mb,,75,1.39,1.29,us,us10001u8n,2015-04-06T10:15:33.855Z,"148km S of Bambanglipuro, Indonesia",earthquake
2015-04-06T01:33:45.240Z,37.0724,-98.0476,5.74,3,mb_lg,,69,0.063,0.39,us,us10001u8k,2015-04-06T11:53:25.377Z,"9km S of Anthony, Kansas",earthquake
2015-04-06T01:26:33.600Z,40.2166,45.0995,10,4.1,mb,,122,0.283,1.2,us,us10001u8j,2015-04-06T09:29:16.706Z,"7km SSW of Lanjaghbyur, Armenia",earthquake
2015-04-06T00:59:21.810Z,17.5228,-94.4967,146.97,4.4,mb,,126,2.574,1.43,us,us10001u8b,2015-04-06T09:01:56.152Z,"32km SSE of Hidalgotitlan, Mexico",earthquake
2015-04-05T23:46:34.260Z,35.6553,-97.3062,4.24,2.7,mb_lg,,31,0.078,0.45,us,us10001u7p,2015-04-06T19:51:02.759Z,"10km N of Jones, Oklahoma",earthquake
2015-04-05T20:51:43.820Z,-5.571,152.689,35,5.4,mwb,,53,1.467,0.6,us,us10001u5v,2015-04-06T15:56:38.000Z,"127km SSW of Taron, Papua New Guinea",earthquake
2015-04-05T19:15:11.200Z,19.2691,-67.4828,16,3.1,Md,12,309.6,0.87136583,0.25,pr,pr15095003,2015-04-06T03:18:02.831Z,"95km NNW of San Antonio, Puerto Rico",earthquake
2015-04-05T19:08:38.300Z,36.1867,-97.0311,5.511,2.7,ml,,60,,0.39,us,us10001u5k,2015-04-06T22:48:30.704Z,"8km NNE of Stillwater, Oklahoma",earthquake
2015-04-05T18:46:31.800Z,18.6525,-66.208,38,2.6,Md,13,208.8,0.35034296,0.3,pr,pr15095002,2015-04-06T02:49:11.066Z,"22km N of Levittown, Puerto Rico",earthquake
2015-04-05T17:27:51.880Z,-0.8859,120.3758,15.9,4.6,mb,,100,2.024,1.07,us,us10001u4r,2015-04-06T01:30:34.912Z,"56km E of Palu, Indonesia",earthquake
2015-04-05T15:43:25.350Z,36.9234,-97.6198,5,2.5,mb_lg,,46,0.144,0.31,us,us10001u48,2015-04-06T13:37:21.068Z,"12km S of Caldwell, Kansas",earthquake
2015-04-05T15:27:23.000Z,66.3848,-153.4848,4.3,3,ml,,,,0.75,ak,ak11547102,2015-04-05T23:29:52.431Z,"41km WSW of New Allakaket, Alaska",earthquake
2015-04-05T13:51:46.000Z,-24.224,-67.043,195,4.4,mb,,,,0.9,us,us10001u40,2015-04-05T21:54:20.507Z,"73km W of San Antonio de los Cobres, Argentina",earthquake
2015-04-05T13:23:52.100Z,19.7483,-156.1013,10,4.5,Ml,,244.8,0.25152828,0.17,hv,hv60887176,2015-04-07T07:52:34.995Z,"7km W of Kalaoa, Hawaii",earthquake
2015-04-05T13:00:44.210Z,-9.2916,110.3076,44.84,4.7,mb,,85,1.386,0.71,us,us10001u3t,2015-04-05T21:03:15.389Z,"148km S of Bambanglipuro, Indonesia",earthquake
2015-04-05T12:40:49.430Z,36.3596,-97.4013,5,2.8,mb_lg,,40,0.43,0.33,us,us10001u3q,2015-04-06T08:23:21.981Z,"12km NW of Perry, Oklahoma",earthquake
